使用组织	编码	名称	规格型号	描述	物料分组	物料分组编码	数据状态	禁用状态	物料属性	存货类别	基本单位	已使用	当前版本	创建人	采购类别
大成集团	ER10-0985	一维码（1-33）	精密达标识标牌厂,铝材质1mm*55mm*30mm，30mm*20mm为条形码尺寸，“A00001-00033”各做1个，共33个		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0986	一维码（1-33）	精密达标识标牌厂,铝材质1mm*55mm*30mm，30mm*20mm为条形码尺寸，“B00001-00033”各做1个，共33个		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0987	正泰智能电表	NES2000-Z.002.0005		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0988	正泰智能电表	DTS634 220/380V0.2-0.5(60)A B级LCD红外485昆仑		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-7121	斯帕克断路保护模块	SY1F20A		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7122	gobigger13.3英寸 便携式显示器	ZB133TF(13.5寸触控屏）	https://detail.tmall.com/item.htm?id=594732215054&ali_refid=a3_430582_1006:1222180169:N:Ev+DmzBynC/3gIRKuXvmHX2trDRs9/qc:840f1e26bb7c8d709ee3bc74c12b3115&ali_trackid=1_840f1e26bb7c8d709ee3bc74c12b3115&spm=a230r.1.14.1&skuId=4270759733557	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7123	1.5mHDMI线	1.5m		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7124	罗技 K120有线键盘USB	K120		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7125	罗技MK120 键鼠套装	MK120		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7126	U盘	16G		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7128	脉冲分配器	SYN5006-II		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否			
大成集团	ER10-7132	电源滤波器	SH420-30/M(单相双节)		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7160	16平方针管接线端子	VE16-12		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7161	测温仪	DT1312		功能辅助器件	ER10	已审核	否	外购	原材料	台	否			
大成集团	ER10-7165	上恒滤波器	SH100-3	插针	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7167	USB转RS232/RS485/TTL UART通信模块	USB转RS232/RS485/TTL UART通信模块 串口双向，工业级带隔离      附上购买参考链接 https://m.tb.cn/h.f7CDM26?sm=7bf25d		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7168	昆山西威联穿墙板KT模块	KT 2/4  （4mm线径可用）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7169	昆山西威联穿墙板KT模块	KT 2/6  （6mm线径可用）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7170	昆山西威联穿墙板KT模块	KT 4/4  （4mm线径可用）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-7171	昆山西威联穿墙板KT模块	KT 4/6  （6mm线径可用）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-O554	朗恒HDMI视频延长器	IPHE-125UA-GR		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-O555	米朗超声波位移传感器	MCSB1000-A-18,4-20mA输出，外壳不锈钢		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-O556	海康威视摄像头	DS-2XM622FWD-I	直径为70mm的小型摄像头	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-O558	标准打印头	G8D412200104		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER11-0777	波纹管尼龙接头	AD21.2-M20*1.5黑色直头		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER11-2452	急停控制盒	-	https://item.taobao.com/item.htm?id=595792665081&ali_refid=a3_430582_1006:1110634234:N:eNsuf7e1gkcN3Y3%2FlO88ZNUoyY4yCe1T:4c79e5e6187818e1ea89a8b02a821dda&ali_trackid=1_4c79e5e6187818e1ea89a8b02a821dda&spm=a230r.1.14.11#detail	功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否			
大成集团	ER11-2453	老人机	-		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
